gene	source
FOXF1	DGIdb
CLNK	DGIdb
CARINH	DGIdb
ATAT1	DGIdb
NDUFA3	DGIdb
SETD4	DGIdb
HSD3B7	DGIdb
FAT1	DGIdb
FEB2	DGIdb
EPHB6	DGIdb
EPHA4	DGIdb
METAP1	DGIdb
NPEPL1	DGIdb
MALT1	DGIdb
KLK7	DGIdb
INPPL1	DGIdb
RUNX2	DGIdb
SV2B	DGIdb
ZNF385D	DGIdb
LARS1	DGIdb
SZRD1	DGIdb
PVT1	DGIdb
XRCC4	DGIdb
NELL1	DGIdb
TTC6	DGIdb
UGGT2	DGIdb
ILKAP	DGIdb
XYLT2	DGIdb
P2RY14	DGIdb
P2RY10	DGIdb
PYGB	DGIdb
FUT3	DGIdb
MRM2	DGIdb
BMP1	DGIdb
GSTM4	DGIdb
EDA	DGIdb
FRA1J	DGIdb
GPR6	DGIdb
HMG1P	DGIdb
PANX2	DGIdb
HOXB3	DGIdb
H3-3A	DGIdb
FRA9E	DGIdb
KMT2C	DGIdb
TREM1	DGIdb
ADGRE2	DGIdb
TREML4	DGIdb
VPS13D	DGIdb
TSPAN5	DGIdb
BEST3	DGIdb
PLAGL1	DGIdb
PTPRN2	DGIdb
MAPKAPK5	DGIdb
MTF1	DGIdb
CLCNKA	DGIdb
SLC25A3	DGIdb
PPIG	DGIdb
ATP6V0C	DGIdb
GFRA3	DGIdb
AIP	DGIdb
OXER1	DGIdb
SLC4A1	DGIdb
CDB2	DGIdb
CASP4	DGIdb
UNC119	DGIdb
CASP10	DGIdb
TMCO6	DGIdb
ARID4A	DGIdb
FRA6E	DGIdb
MCHR2	DGIdb
NPAS3	DGIdb
CHI3L1	DGIdb
POU2F2	DGIdb
GMPS	DGIdb
SV2C	DGIdb
TNNT3	DGIdb
CD1D	DGIdb
PEBP1	DGIdb
SDC2	DGIdb
SOS1	DGIdb
SOCS6	DGIdb
STIM2	DGIdb
STRAP	DGIdb
TEAD1	DGIdb
CSRP3	DGIdb
ZIC4	DGIdb
TOR1A	DGIdb
RGS2	DGIdb
IBA57	DGIdb
DGKB	DGIdb
PGLYRP4	DGIdb
KLRC4	DGIdb
MAFB	DGIdb
SLC12A8	DGIdb
TNRC6A	DGIdb
MIR582	DGIdb
GALNT18	DGIdb
NPHS1	DGIdb
TNFRSF13B	DGIdb
GYG1	DGIdb
SERPINB2	DGIdb
MAT2A	DGIdb
SLC40A1	DGIdb
HSPE1	DGIdb
IFNW1	DGIdb
TRPC4	DGIdb
CD24P3	DGIdb
FNL1	DGIdb
CYP2B7P	DGIdb
ACTG2	DGIdb
CSN3	DGIdb
FTH1P1	DGIdb
GJA1P1	DGIdb
PARG	DGIdb
CTSLP8	DGIdb
TCF3	DGIdb
ISG15	DGIdb
ARHGAP28	DGIdb
MT3	DGIdb
AKAP13	DGIdb
FRA7D	DGIdb
POLR1A	DGIdb
NCOA2	DGIdb
RNASEL	DGIdb
OGG1	DGIdb
P2RX1	DGIdb
TRIT1	DGIdb
MED19	DGIdb
SLC1A4	DGIdb
SMYD3	DGIdb
TAP1	DGIdb
FBXL19	DGIdb
MOB3B	DGIdb
GBP6	DGIdb
CNPY4	DGIdb
ARAP2	DGIdb
CNTN5	DGIdb
CST5	DGIdb
SDK1	DGIdb
IL27	DGIdb
SLC31A1	DGIdb
COQ8B	DGIdb
PRIMPOL	DGIdb
ITPKC	DGIdb
AGAP1	DGIdb
THSD7B	DGIdb
FOXF2	DGIdb
BST1	DGIdb
RARS1	DGIdb
TBX2	DGIdb
MED12L	DGIdb
NUDT1	DGIdb
KNG1	DGIdb
ORMDL3	DGIdb
NCK1	DGIdb
GPR139	DGIdb
SLC5A5	DGIdb
RNF43	DGIdb
M6PR	DGIdb
LCT	DGIdb
GNE	DGIdb
SLC6A11	DGIdb
UCP3	DGIdb
NKX6-1	DGIdb
PAX5	DGIdb
DMXL1	DGIdb
KLF9	DGIdb
BTF3	DGIdb
CATHL1L	DGIdb
FRA1B	DGIdb
FRV3	DGIdb
FRA14B	DGIdb
DLD	DGIdb
FTH1P3	DGIdb
GAB1	DGIdb
DMBT1	DGIdb
FRDA2	DGIdb
NAPRT	DGIdb
S100A8	DGIdb
KHK	DGIdb
PHETA2	DGIdb
IL10RA	DGIdb
SPARC	DGIdb
EIF2AK1	DGIdb
GANAB	DGIdb
TK2	DGIdb
TNK1	DGIdb
EDN3	DGIdb
IL17RC	DGIdb
STAR	DGIdb
PLEKHA6	DGIdb
STN1	DGIdb
HOMER1	DGIdb
KCNE2	DGIdb
CUX2	DGIdb
AKR1C2	DGIdb
KLK2	DGIdb
LYVE1	DGIdb
MAP3K2	DGIdb
MMP21	DGIdb
GAPVD1	DGIdb
SLC39A8	DGIdb
FYB1	DGIdb
GSM1	DGIdb
TMEM43	DGIdb
SNX9	DGIdb
FRA2J	DGIdb
FTH1P21	DGIdb
HOXD9	DGIdb
GKP5	DGIdb
CIP2A	DGIdb
PPP2R2A	DGIdb
ATG16L1	DGIdb
ARAP1	DGIdb
TXNIP	DGIdb
RTKN2	DGIdb
ARHGAP35	DGIdb
GPS1	DGIdb
PCGF3	DGIdb
TIE1	DGIdb
NHLH1	DGIdb
PNPT1	DGIdb
HSPB6	DGIdb
SRGN	DGIdb
SLC34A2	DGIdb
STK32B	DGIdb
MAZ	DGIdb
NTF4	DGIdb
CCNY	DGIdb
EMSY	DGIdb
RABGAP1L	DGIdb
GSKIP	DGIdb
PTPN4	DGIdb
AMCN	DGIdb
FRA8B	DGIdb
FRA8D	DGIdb
CRTAP	DGIdb
PTPRS	DGIdb
EFNA5	DGIdb
EGI	DGIdb
GSPT1	DGIdb
HOXB2	DGIdb
GPS2	DGIdb
SPTSSB	DGIdb
FRA10C	DGIdb
GPRC5D	DGIdb
TRPC1	DGIdb
UBR1	DGIdb
PAPLN	DGIdb
MSANTD1	DGIdb
PPA2	DGIdb
IKZF3	DGIdb
SEMA6A	DGIdb
OR2B11	DGIdb
PROX1	DGIdb
DCX	DGIdb
GRID1	DGIdb
