signature	direction	gene
EX_SCAP_simvastatin_GSE286540	down	RPSAP44
EX_SCAP_simvastatin_GSE286540	down	TNFRSF11B
EX_SCAP_simvastatin_GSE286540	down	KIF2C
EX_SCAP_simvastatin_GSE286540	down	KIF4A
EX_SCAP_simvastatin_GSE286540	down	PRC1
EX_SCAP_simvastatin_GSE286540	down	XRCC2
EX_SCAP_simvastatin_GSE286540	down	PSG5
EX_SCAP_simvastatin_GSE286540	down	GAS2L3
EX_SCAP_simvastatin_GSE286540	down	TCF19
EX_SCAP_simvastatin_GSE286540	down	ARSJ
EX_SCAP_simvastatin_GSE286540	down	FGF5
EX_SCAP_simvastatin_GSE286540	down	KIF11
EX_SCAP_simvastatin_GSE286540	down	CCDC170
EX_SCAP_simvastatin_GSE286540	down	RAD51AP1
EX_SCAP_simvastatin_GSE286540	down	VGLL3
EX_SCAP_simvastatin_GSE286540	down	CDC25C
EX_SCAP_simvastatin_GSE286540	down	CCNB1
EX_SCAP_simvastatin_GSE286540	down	NDC80
EX_SCAP_simvastatin_GSE286540	down	PDZRN4
EX_SCAP_simvastatin_GSE286540	down	KIF18A
EX_SCAP_simvastatin_GSE286540	down	THBS1-IT1
EX_SCAP_simvastatin_GSE286540	down	KIF20B
EX_SCAP_simvastatin_GSE286540	down	SPC24
EX_SCAP_simvastatin_GSE286540	down	SH3TC2
EX_SCAP_simvastatin_GSE286540	down	DMD
EX_SCAP_simvastatin_GSE286540	down	SYNPO2
EX_SCAP_simvastatin_GSE286540	down	GINS2
EX_SCAP_simvastatin_GSE286540	down	GCAWKR
EX_SCAP_simvastatin_GSE286540	down	IL34
EX_SCAP_simvastatin_GSE286540	down	JPH2
EX_SCAP_simvastatin_GSE286540	down	FANCA
EX_SCAP_simvastatin_GSE286540	down	E2F1
EX_SCAP_simvastatin_GSE286540	down	DUXAP8
EX_SCAP_simvastatin_GSE286540	down	RAD51
EX_SCAP_simvastatin_GSE286540	down	ITGA8
EX_SCAP_simvastatin_GSE286540	down	METTL24
EX_SCAP_simvastatin_GSE286540	down	DPY19L2P3
EX_SCAP_simvastatin_GSE286540	down	CKAP2
EX_SCAP_simvastatin_GSE286540	down	RASSF3
EX_SCAP_simvastatin_GSE286540	down	BARD1
EX_SCAP_simvastatin_GSE286540	down	TNFRSF19
EX_SCAP_simvastatin_GSE286540	down	LINC02861
EX_SCAP_simvastatin_GSE286540	down	SGO1
EX_SCAP_simvastatin_GSE286540	down	SCN11A
EX_SCAP_simvastatin_GSE286540	down	ORC1
EX_SCAP_simvastatin_GSE286540	down	NEDD9
EX_SCAP_simvastatin_GSE286540	down	KCTD16
EX_SCAP_simvastatin_GSE286540	down	ORC6
EX_SCAP_simvastatin_GSE286540	down	DAB1
EX_SCAP_simvastatin_GSE286540	down	EPHA5
EX_SCAP_simvastatin_GSE286540	down	DPF1
EX_SCAP_simvastatin_GSE286540	down	CIP2A
EX_SCAP_simvastatin_GSE286540	down	GCNT4
EX_SCAP_simvastatin_GSE286540	down	ARRDC4
EX_SCAP_simvastatin_GSE286540	down	TSPAN18
EX_SCAP_simvastatin_GSE286540	down	SLIT2
EX_SCAP_simvastatin_GSE286540	down	RGMB-AS1
EX_SCAP_simvastatin_GSE286540	down	NCKAP5
EX_SCAP_simvastatin_GSE286540	down	MELK
EX_SCAP_simvastatin_GSE286540	down	SVEP1
EX_SCAP_simvastatin_GSE286540	down	GPATCH4
EX_SCAP_simvastatin_GSE286540	down	PID1
EX_SCAP_simvastatin_GSE286540	down	MEST
EX_SCAP_simvastatin_GSE286540	down	ACTA2
EX_SCAP_simvastatin_GSE286540	down	WWC1
EX_SCAP_simvastatin_GSE286540	down	FANCD2
EX_SCAP_simvastatin_GSE286540	down	DEPDC1B
EX_SCAP_simvastatin_GSE286540	down	ATAD2
EX_SCAP_simvastatin_GSE286540	down	ZWINT
EX_SCAP_simvastatin_GSE286540	down	ARHGAP11A
EX_SCAP_simvastatin_GSE286540	down	BLM
EX_SCAP_simvastatin_GSE286540	down	SYDE2
EX_SCAP_simvastatin_GSE286540	down	TOX
EX_SCAP_simvastatin_GSE286540	down	LINC02454
EX_SCAP_simvastatin_GSE286540	down	LINC00595
EX_SCAP_simvastatin_GSE286540	down	STIL
EX_SCAP_simvastatin_GSE286540	down	TACC3
EX_SCAP_simvastatin_GSE286540	down	DDAH1
EX_SCAP_simvastatin_GSE286540	down	LUZP2
EX_SCAP_simvastatin_GSE286540	down	CDCA2
EX_SCAP_simvastatin_GSE286540	down	TRIM14
EX_SCAP_simvastatin_GSE286540	down	SORL1
EX_SCAP_simvastatin_GSE286540	down	BRCA2
EX_SCAP_simvastatin_GSE286540	down	ANKRD33B
EX_SCAP_simvastatin_GSE286540	down	COL15A1
EX_SCAP_simvastatin_GSE286540	down	POLR3G
EX_SCAP_simvastatin_GSE286540	down	CNTN3
EX_SCAP_simvastatin_GSE286540	down	MNS1
EX_SCAP_simvastatin_GSE286540	down	WHAMMP4
EX_SCAP_simvastatin_GSE286540	down	AKAP5
EX_SCAP_simvastatin_GSE286540	down	FKBP5
EX_SCAP_simvastatin_GSE286540	down	HELLS
EX_SCAP_simvastatin_GSE286540	down	MARCHF4
EX_SCAP_simvastatin_GSE286540	down	KIF15
EX_SCAP_simvastatin_GSE286540	down	PDCD1LG2
EX_SCAP_simvastatin_GSE286540	down	CDC25A
EX_SCAP_simvastatin_GSE286540	down	CASP4LP
EX_SCAP_simvastatin_GSE286540	down	ALDH5A1
EX_SCAP_simvastatin_GSE286540	down	ANKFN1
EX_SCAP_simvastatin_GSE286540	down	MUSK
EX_SCAP_simvastatin_GSE286540	down	ADRB2
EX_DPSC_cannabidiol_GSE271641	up	SYT17
EX_DPSC_cannabidiol_GSE271641	up	WIPF3
EX_DPSC_cannabidiol_GSE271641	up	SLC3A1
EX_DPSC_cannabidiol_GSE271641	up	SMIM38
EX_DPSC_cannabidiol_GSE271641	up	PKD1P2
EX_DPSC_cannabidiol_GSE271641	up	FARP1-AS1
EX_DPSC_cannabidiol_GSE271641	up	BTF3P10
EX_DPSC_cannabidiol_GSE271641	up	RPL13AP12
EX_DPSC_cannabidiol_GSE271641	up	ETDA
EX_DPSC_cannabidiol_GSE271641	up	HNRNPA3P1
EX_DPSC_cannabidiol_GSE271641	up	TTC3-AS1
EX_DPSC_cannabidiol_GSE271641	up	SSBL4P
EX_DPSC_cannabidiol_GSE271641	up	CYP2A6
EX_DPSC_cannabidiol_GSE271641	up	RSL24D1P8
EX_DPSC_cannabidiol_GSE271641	up	CPHXL2
EX_DPSC_cannabidiol_GSE271641	up	PLAC1
EX_DPSC_cannabidiol_GSE271641	up	CCDC198
EX_DPSC_cannabidiol_GSE271641	up	INTS9-AS1
EX_DPSC_cannabidiol_GSE271641	up	FKBP4P6
EX_DPSC_cannabidiol_GSE271641	up	NLGN3
EX_DPSC_cannabidiol_GSE271641	down	SSPOP
EX_DPSC_cannabidiol_GSE271641	down	CCDC162P
EX_DPSC_cannabidiol_GSE271641	down	IL21R-AS1
EX_DPSC_cannabidiol_GSE271641	down	FANCD2OS
EX_DPSC_cannabidiol_GSE271641	down	CD7
EX_DPSC_cannabidiol_GSE271641	down	FAM90A2P
EX_DPSC_cannabidiol_GSE271641	down	KRT8P36
EX_DPSC_cannabidiol_GSE271641	down	ZSCAN5DP
EX_DPSC_cannabidiol_GSE271641	down	KCNE2
EX_DPSC_cannabidiol_GSE271641	down	IFITM3P3
EX_DPSC_cannabidiol_GSE271641	down	RBM39P1
EX_DPSC_cannabidiol_GSE271641	down	CDS1
EX_DPSC_cannabidiol_GSE271641	down	USP2-AS1
EX_DPSC_cannabidiol_GSE271641	down	CLDN3
EX_DPSC_cannabidiol_GSE271641	down	ITIH4
EX_DPSC_cannabidiol_GSE271641	down	MIR6512
EX_DPSC_cannabidiol_GSE271641	down	TJP3
EX_DPSC_cannabidiol_GSE271641	down	SCX
EX_DPSC_cannabidiol_GSE271641	down	RNU4-2
EX_DPSC_cannabidiol_GSE271641	down	SNORD113-3
EX_PDLSC_CALD1kd_GSE236009	up	NETO1
EX_PDLSC_CALD1kd_GSE236009	up	NPTX1
EX_PDLSC_CALD1kd_GSE236009	up	MSX2
EX_PDLSC_CALD1kd_GSE236009	up	RIPOR3
EX_PDLSC_CALD1kd_GSE236009	up	LRIG1
EX_PDLSC_CALD1kd_GSE236009	up	ACKR4
EX_PDLSC_CALD1kd_GSE236009	up	EMILIN2
EX_PDLSC_CALD1kd_GSE236009	up	CDH10
EX_PDLSC_CALD1kd_GSE236009	up	HS3ST5
EX_PDLSC_CALD1kd_GSE236009	up	CXCL14
EX_PDLSC_CALD1kd_GSE236009	up	TAC3
EX_PDLSC_CALD1kd_GSE236009	up	TNFRSF1B
EX_PDLSC_CALD1kd_GSE236009	up	AC022762.2
EX_PDLSC_CALD1kd_GSE236009	up	NR5A2
EX_PDLSC_CALD1kd_GSE236009	up	AC018904.1
EX_PDLSC_CALD1kd_GSE236009	up	GPR27
EX_PDLSC_CALD1kd_GSE236009	up	FENDRR
EX_PDLSC_CALD1kd_GSE236009	up	CPM
EX_PDLSC_CALD1kd_GSE236009	up	HIST2H2BE
EX_PDLSC_CALD1kd_GSE236009	up	DENND2A
EX_PDLSC_CALD1kd_GSE236009	down	YAP1P1
EX_PDLSC_CALD1kd_GSE236009	down	LRP4
EX_PDLSC_CALD1kd_GSE236009	down	CMTM4
EX_PDLSC_CALD1kd_GSE236009	down	PODNL1
EX_PDLSC_CALD1kd_GSE236009	down	CELSR2
EX_PDLSC_CALD1kd_GSE236009	down	SOBP
EX_PDLSC_CALD1kd_GSE236009	down	THBS2
EX_PDLSC_CALD1kd_GSE236009	down	SORT1
EX_PDLSC_CALD1kd_GSE236009	down	LINC02544
EX_PDLSC_CALD1kd_GSE236009	down	AC098484.2
EX_PDLSC_CALD1kd_GSE236009	down	ENPP7P10
EX_PDLSC_CALD1kd_GSE236009	down	ABCA7
EX_PDLSC_CALD1kd_GSE236009	down	PDE1A
EX_PDLSC_CALD1kd_GSE236009	down	COL11A1
EX_PDLSC_CALD1kd_GSE236009	down	HCN2
EX_PDLSC_CALD1kd_GSE236009	down	DMPK
EX_PDLSC_CALD1kd_GSE236009	down	MKNK2
EX_PDLSC_CALD1kd_GSE236009	down	LPGAT1
EX_PDLSC_CALD1kd_GSE236009	down	IRX3
EX_PDLSC_CALD1kd_GSE236009	down	LINGO1
